Operational date,Time of Accident,KM && M,Position,Rural/Urban,Location,Nature of Accident Position,Nature of Accident,Vehicle Involved,Type of Accident,Causes,Road Feature,Road condition,Intersection Type And Control,Weather Condition,Vehicle Responsible,Help Provided by Ambulance/Patroling Vehicle,Classification of Accident,No of Affected Persons
24.03.2013,3:30 PM,1256.6,LHS,Rural,Tangutur,Rear End Collision,Trolley hit   Lorry,Trolley,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27TU 7677,YES,Animals affected,0
24.03.2013,4:35 PM,1352.9,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe,Bike hit Unknown Vehicle,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26AD  3877,YES,Fatal,1
24.03.2013,4:35 PM,1352.9,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe,Bike hit Unknown Vehicle,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26AD  3877,YES,Grevious,0
24.03.2013,4:35 PM,1352.9,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe,Bike hit Unknown Vehicle,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26AD  3877,YES,Minor,0
24.03.2013,4:35 PM,1352.9,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe,Bike hit Unknown Vehicle,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26AD  3877,YES,Non injured ,0
24.03.2013,4:35 PM,1352.9,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe,Bike hit Unknown Vehicle,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26AD  3877,YES,Animals affected,0
24.03.2013,9:15 PM,1333,LHS,Rural,K.Tippa ,Skidding, Lorry Skidding,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26X   0288,YES,Fatal,0
24.03.2013,9:15 PM,1333,LHS,Rural,K.Tippa ,Skidding, Lorry Skidding,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26X   0288,YES,Grevious,0
24.03.2013,9:15 PM,1333,LHS,Rural,K.Tippa ,Skidding, Lorry Skidding,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26X   0288,YES,Minor,0
24.03.2013,9:15 PM,1333,LHS,Rural,K.Tippa ,Skidding, Lorry Skidding,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26X   0288,YES,Non injured ,2
24.03.2013,9:15 PM,1333,LHS,Rural,K.Tippa ,Skidding, Lorry Skidding,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26X   0288,YES,Animals affected,0
25.03.2013,4:10 AM,1354.3,LHS,Rural,Kodavaluru,Rear End Collision,Lorry hit    Lorry,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y   6588,YES,Fatal,0
25.03.2013,4:10 AM,1354.3,LHS,Rural,Kodavaluru,Rear End Collision,Lorry hit    Lorry,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y   6588,YES,Grevious,0
25.03.2013,4:10 AM,1354.3,LHS,Rural,Kodavaluru,Rear End Collision,Lorry hit    Lorry,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y   6588,YES,Minor,0
25.03.2013,4:10 AM,1354.3,LHS,Rural,Kodavaluru,Rear End Collision,Lorry hit    Lorry,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y   6588,YES,Non injured ,4
25.03.2013,4:10 AM,1354.3,LHS,Rural,Kodavaluru,Rear End Collision,Lorry hit    Lorry,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27Y   6588,YES,Animals affected,0
25.03.2013,2:25 PM,1326.1,LHS,Rural,Kavali,Collision Brush/Side Wipe, Lorry hit Safety Wall,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26TB  1319,YES,Fatal,0
25.03.2013,2:25 PM,1326.1,LHS,Rural,Kavali,Collision Brush/Side Wipe, Lorry hit Safety Wall,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26TB  1319,YES,Grevious,0
25.03.2013,2:25 PM,1326.1,LHS,Rural,Kavali,Collision Brush/Side Wipe, Lorry hit Safety Wall,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26TB  1319,YES,Minor,0
25.03.2013,2:25 PM,1326.1,LHS,Rural,Kavali,Collision Brush/Side Wipe, Lorry hit Safety Wall,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26TB  1319,YES,Non injured ,2
25.03.2013,2:25 PM,1326.1,LHS,Rural,Kavali,Collision Brush/Side Wipe, Lorry hit Safety Wall,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP26TB  1319,YES,Animals affected,0
25.03.2013,7:12 PM,1251.6,RHS,Rural,Ongole,Others(p1.Specific), Tractor Truck Load Fell-down.,Tractor,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27N   5318,YES,Fatal,0
25.03.2013,7:12 PM,1251.6,RHS,Rural,Ongole,Others(p1.Specific), Tractor Truck Load Fell-down.,Tractor,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27N   5318,YES,Grevious,0
25.03.2013,7:12 PM,1251.6,RHS,Rural,Ongole,Others(p1.Specific), Tractor Truck Load Fell-down.,Tractor,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27N   5318,YES,Minor,0
25.03.2013,7:12 PM,1251.6,RHS,Rural,Ongole,Others(p1.Specific), Tractor Truck Load Fell-down.,Tractor,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27N   5318,YES,Non injured ,1
25.03.2013,7:12 PM,1251.6,RHS,Rural,Ongole,Others(p1.Specific), Tractor Truck Load Fell-down.,Tractor,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27N   5318,YES,Animals affected,0
26.03.2013,4:45 AM,1312.3,RHS,Rural,Kavali,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,MH04EL 5957,YES,Fatal,0
26.03.2013,4:45 AM,1312.3,RHS,Rural,Kavali,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,MH04EL 5957,YES,Grevious,1
26.03.2013,4:45 AM,1312.3,RHS,Rural,Kavali,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,MH04EL 5957,YES,Minor,1
26.03.2013,4:45 AM,1312.3,RHS,Rural,Kavali,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,MH04EL 5957,YES,Non injured ,0
26.03.2013,4:45 AM,1312.3,RHS,Rural,Kavali,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,MH04EL 5957,YES,Animals affected,0
26.03.2013,5:55 PM,1256.1,LHS,Rural,Tangutur,Rear End Collision, Lorry hit Tractor,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA25B  7536,YES,Fatal,0
26.03.2013,5:55 PM,1256.1,LHS,Rural,Tangutur,Rear End Collision, Lorry hit Tractor,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA25B  7536,YES,Grevious,0
26.03.2013,5:55 PM,1256.1,LHS,Rural,Tangutur,Rear End Collision, Lorry hit Tractor,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA25B  7536,YES,Minor,0
26.03.2013,5:55 PM,1256.1,LHS,Rural,Tangutur,Rear End Collision, Lorry hit Tractor,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA25B  7536,YES,Non injured ,4
26.03.2013,5:55 PM,1256.1,LHS,Rural,Tangutur,Rear End Collision, Lorry hit Tractor,Lorry,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,KA25B  7536,YES,Animals affected,0
28.03.2013,6:00 AM,1305.1,RHS,Rural,Gudluru,Rear End Collision, Auto hit Rice Cutter,Auto,Grievious injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27TU  5419,YES,Fatal,0
28.03.2013,6:00 AM,1305.1,RHS,Rural,Gudluru,Rear End Collision, Auto hit Rice Cutter,Auto,Grievious injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27TU  5419,YES,Grevious,1
28.03.2013,6:00 AM,1305.1,RHS,Rural,Gudluru,Rear End Collision, Auto hit Rice Cutter,Auto,Grievious injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27TU  5419,YES,Minor,0
28.03.2013,6:00 AM,1305.1,RHS,Rural,Gudluru,Rear End Collision, Auto hit Rice Cutter,Auto,Grievious injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27TU  5419,YES,Non injured ,2
28.03.2013,6:00 AM,1305.1,RHS,Rural,Gudluru,Rear End Collision, Auto hit Rice Cutter,Auto,Grievious injury,Over speed,Four lanes or more with central divider,Slight curve,,Fine,AP27TU  5419,YES,Animals affected,0
28.03.2013,6:40 AM,1238.9,LHS,Rural,Maddipadu,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TA 4749,YES,Fatal,0
28.03.2013,6:40 AM,1238.9,LHS,Rural,Maddipadu,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TA 4749,YES,Grevious,1
28.03.2013,6:40 AM,1238.9,LHS,Rural,Maddipadu,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TA 4749,YES,Minor,0
28.03.2013,6:40 AM,1238.9,LHS,Rural,Maddipadu,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TA 4749,YES,Non injured ,2
28.03.2013,6:40 AM,1238.9,LHS,Rural,Maddipadu,Rear End Collision, Lorry hit Lorry,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP28TA 4749,YES,Animals affected,0
28.03.2013,4:30 PM,1310.1,RHS,Rural,Kavali,Overturning, Tractor Over Turned,Tractor,Non injury,Vehicle out of control,Four lanes or more with central divider,Straight road,,Fine,AP27AC 7990,YES,Fatal,0
28.03.2013,4:30 PM,1310.1,RHS,Rural,Kavali,Overturning, Tractor Over Turned,Tractor,Non injury,Vehicle out of control,Four lanes or more with central divider,Straight road,,Fine,AP27AC 7990,YES,Grevious,0
28.03.2013,4:30 PM,1310.1,RHS,Rural,Kavali,Overturning, Tractor Over Turned,Tractor,Non injury,Vehicle out of control,Four lanes or more with central divider,Straight road,,Fine,AP27AC 7990,YES,Minor,0
28.03.2013,4:30 PM,1310.1,RHS,Rural,Kavali,Overturning, Tractor Over Turned,Tractor,Non injury,Vehicle out of control,Four lanes or more with central divider,Straight road,,Fine,AP27AC 7990,YES,Non injured ,1
28.03.2013,4:30 PM,1310.1,RHS,Rural,Kavali,Overturning, Tractor Over Turned,Tractor,Non injury,Vehicle out of control,Four lanes or more with central divider,Straight road,,Fine,AP27AC 7990,YES,Animals affected,0
28.03.2013,5:40 PM,1267.5,RHS,Rural,Tangutur,Others(p1.Specific), Lorry Load Fell-down,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TC 5895,YES,Fatal,0
28.03.2013,5:40 PM,1267.5,RHS,Rural,Tangutur,Others(p1.Specific), Lorry Load Fell-down,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TC 5895,YES,Grevious,0
28.03.2013,5:40 PM,1267.5,RHS,Rural,Tangutur,Others(p1.Specific), Lorry Load Fell-down,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TC 5895,YES,Minor,0
28.03.2013,5:40 PM,1267.5,RHS,Rural,Tangutur,Others(p1.Specific), Lorry Load Fell-down,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TC 5895,YES,Non injured ,2
28.03.2013,5:40 PM,1267.5,RHS,Rural,Tangutur,Others(p1.Specific), Lorry Load Fell-down,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TC 5895,YES,Animals affected,0
29.03.2013,12:54 AM,1362.5,LHS,Rural,Kovuru,Overturning,Mini Lorry     Over turned,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP12V 5921,YES,Fatal,0
29.03.2013,12:54 AM,1362.5,LHS,Rural,Kovuru,Overturning,Mini Lorry     Over turned,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP12V 5921,YES,Grevious,1
29.03.2013,12:54 AM,1362.5,LHS,Rural,Kovuru,Overturning,Mini Lorry     Over turned,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP12V 5921,YES,Minor,1
29.03.2013,12:54 AM,1362.5,LHS,Rural,Kovuru,Overturning,Mini Lorry     Over turned,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP12V 5921,YES,Non injured ,0
29.03.2013,12:54 AM,1362.5,LHS,Rural,Kovuru,Overturning,Mini Lorry     Over turned,Lorry,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP12V 5921,YES,Animals affected,0
29.03.2013,3:00 AM,1299.1,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TW  1399,YES,Fatal,0
29.03.2013,3:00 AM,1299.1,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TW  1399,YES,Grevious,0
29.03.2013,3:00 AM,1299.1,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TW  1399,YES,Minor,0
29.03.2013,3:00 AM,1299.1,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TW  1399,YES,Non injured ,2
29.03.2013,3:00 AM,1299.1,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP16TW  1399,YES,Animals affected,0
29.03.2013,6:00 AM,1299,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26PB    3777,YES,Fatal,0
29.03.2013,6:00 AM,1299,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26PB    3777,YES,Grevious,0
29.03.2013,6:00 AM,1299,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26PB    3777,YES,Minor,0
29.03.2013,6:00 AM,1299,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26PB    3777,YES,Non injured ,5
29.03.2013,6:00 AM,1299,LHS,Rural,Gudluru,Collision Brush/Side Wipe,Lorry hit Safety wall,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP26PB    3777,YES,Animals affected,0
29.03.2013,6:25 AM,1262.3,LHS,Rural,Tangutur,Rear End Collision,Ape Auto hit  Unknown Vehicle,Auto,Minor injury,Vehicle out of control,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,AP16TU    6434,YES,Fatal,0
29.03.2013,6:25 AM,1262.3,LHS,Rural,Tangutur,Rear End Collision,Ape Auto hit  Unknown Vehicle,Auto,Minor injury,Vehicle out of control,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,AP16TU    6434,YES,Grevious,0
29.03.2013,6:25 AM,1262.3,LHS,Rural,Tangutur,Rear End Collision,Ape Auto hit  Unknown Vehicle,Auto,Minor injury,Vehicle out of control,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,AP16TU    6434,YES,Minor,1
29.03.2013,6:25 AM,1262.3,LHS,Rural,Tangutur,Rear End Collision,Ape Auto hit  Unknown Vehicle,Auto,Minor injury,Vehicle out of control,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,AP16TU    6434,YES,Non injured ,0
29.03.2013,6:25 AM,1262.3,LHS,Rural,Tangutur,Rear End Collision,Ape Auto hit  Unknown Vehicle,Auto,Minor injury,Vehicle out of control,Three lanes or more without central divider(median),Straight road,T-Junction,Fine,AP16TU    6434,YES,Animals affected,0
29.03.2013,8:30 AM,1270.1,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe,Car hit Safety wall,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31AL   6577,YES,Fatal,0
29.03.2013,8:30 AM,1270.1,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe,Car hit Safety wall,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31AL   6577,YES,Grevious,0
29.03.2013,8:30 AM,1270.1,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe,Car hit Safety wall,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31AL   6577,YES,Minor,0
29.03.2013,8:30 AM,1270.1,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe,Car hit Safety wall,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31AL   6577,YES,Non injured ,2
29.03.2013,8:30 AM,1270.1,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe,Car hit Safety wall,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP31AL   6577,YES,Animals affected,0
